Date,Temp
2022-02-24,
2022-02-25,83
2022-02-26,86
2022-02-27,88
2022-02-28,88
2022-03-01,89
2022-03-02,89
2022-03-03,89
2022-03-04,89
2022-03-05,90
2022-03-06,90
2022-03-07,92
2022-03-08,93
2022-03-09,94
2022-03-10,94
